ダウンロードした時刻：2026/04/13 04:54:09

,東京
,日射量(MJ/m2)
2025年5月14日12時,1.94
2025年5月14日13時,2.31
2025年5月14日14時,2.91
2025年5月14日15時,2.59
2025年5月14日16時,1.23
2025年5月14日17時,0.96
2025年5月14日18時,0.53
2025年5月14日19時,0.05
2025年5月14日20時,0.00
2025年5月14日21時,--
2025年5月14日22時,--
2025年5月14日23時,--
2025年5月14日24時,--
2025年5月15日1時,--
2025年5月15日2時,--
2025年5月15日3時,--
2025年5月15日4時,--
2025年5月15日5時,0.02
2025年5月15日6時,0.17
2025年5月15日7時,0.72
2025年5月15日8時,1.31
2025年5月15日9時,1.70
2025年5月15日10時,2.52
2025年5月15日11時,3.03
2025年5月15日12時,3.03
2025年5月15日13時,3.16
2025年5月15日14時,2.43
2025年5月15日15時,2.21
2025年5月15日16時,1.48
2025年5月15日17時,0.89
2025年5月15日18時,0.26
2025年5月15日19時,0.03
2025年5月15日20時,0.00
2025年5月15日21時,--
2025年5月15日22時,--
2025年5月15日23時,--
2025年5月15日24時,--
2025年5月16日1時,--
2025年5月16日2時,--
2025年5月16日3時,--
2025年5月16日4時,--
2025年5月16日5時,0.01
2025年5月16日6時,0.29
2025年5月16日7時,0.97
2025年5月16日8時,1.12
2025年5月16日9時,1.86
2025年5月16日10時,2.11
2025年5月16日11時,1.98
2025年5月16日12時,1.66
2025年5月16日13時,1.25
2025年5月16日14時,1.91
2025年5月16日15時,1.29
2025年5月16日16時,0.72
2025年5月16日17時,0.52
2025年5月16日18時,0.29
2025年5月16日19時,0.03
2025年5月16日20時,0.00
2025年5月16日21時,--
2025年5月16日22時,--
2025年5月16日23時,--
2025年5月16日24時,--
2025年5月17日1時,--
2025年5月17日2時,--
2025年5月17日3時,--
2025年5月17日4時,--
2025年5月17日5時,0.00
2025年5月17日6時,0.03
2025年5月17日7時,0.14
2025年5月17日8時,0.26
2025年5月17日9時,0.40
2025年5月17日10時,0.52
2025年5月17日11時,0.42
2025年5月17日12時,0.23
2025年5月17日13時,0.14
2025年5月17日14時,0.23
2025年5月17日15時,0.27
2025年5月17日16時,0.28
2025年5月17日17時,0.33
2025年5月17日18時,0.18
2025年5月17日19時,0.01
2025年5月17日20時,0.00
2025年5月17日21時,--
2025年5月17日22時,--
2025年5月17日23時,--
2025年5月17日24時,--
2025年5月18日1時,--
2025年5月18日2時,--
2025年5月18日3時,--
2025年5月18日4時,--
2025年5月18日5時,0.02
2025年5月18日6時,0.44
2025年5月18日7時,0.88
2025年5月18日8時,0.92
2025年5月18日9時,1.11
2025年5月18日10時,1.88
2025年5月18日11時,1.23
2025年5月18日12時,1.23
2025年5月18日13時,0.87
2025年5月18日14時,1.33
2025年5月18日15時,0.88
2025年5月18日16時,0.72
2025年5月18日17時,0.39
2025年5月18日18時,0.14
2025年5月18日19時,0.01
2025年5月18日20時,0.00
2025年5月18日21時,--
2025年5月18日22時,--
2025年5月18日23時,--
2025年5月18日24時,--
2025年5月19日1時,--
2025年5月19日2時,--
2025年5月19日3時,--
2025年5月19日4時,--
2025年5月19日5時,0.01
2025年5月19日6時,0.08
2025年5月19日7時,0.13
2025年5月19日8時,0.23
2025年5月19日9時,0.23
2025年5月19日10時,0.27
2025年5月19日11時,0.53
2025年5月19日12時,0.44
2025年5月19日13時,0.90
2025年5月19日14時,0.69
2025年5月19日15時,0.40
2025年5月19日16時,0.30
2025年5月19日17時,0.15
2025年5月19日18時,0.08
2025年5月19日19時,0.03
2025年5月19日20時,0.00
2025年5月19日21時,--
2025年5月19日22時,--
2025年5月19日23時,--
2025年5月19日24時,--
2025年5月20日1時,--
2025年5月20日2時,--
2025年5月20日3時,--
2025年5月20日4時,--
2025年5月20日5時,0.02
2025年5月20日6時,0.28
2025年5月20日7時,0.93
2025年5月20日8時,1.73
2025年5月20日9時,2.34
2025年5月20日10時,2.84
2025年5月20日11時,3.27
2025年5月20日12時,3.40
2025年5月20日13時,3.32
2025年5月20日14時,3.02
2025年5月20日15時,2.52
2025年5月20日16時,1.87
2025年5月20日17時,1.15
2025年5月20日18時,0.47
2025年5月20日19時,0.06
2025年5月20日20時,0.00
2025年5月20日21時,--
2025年5月20日22時,--
2025年5月20日23時,--
2025年5月20日24時,--
2025年5月21日1時,--
2025年5月21日2時,--
2025年5月21日3時,--
2025年5月21日4時,--
2025年5月21日5時,0.02
2025年5月21日6時,0.29
2025年5月21日7時,0.69
2025年5月21日8時,1.33
2025年5月21日9時,1.79
2025年5月21日10時,2.53
2025年5月21日11時,3.16
2025年5月21日12時,2.71
2025年5月21日13時,2.94
2025年5月21日14時,3.03
2025年5月21日15時,2.46
2025年5月21日16時,1.76
2025年5月21日17時,0.89
2025年5月21日18時,0.28
2025年5月21日19時,0.03
2025年5月21日20時,0.00
2025年5月21日21時,--
2025年5月21日22時,--
2025年5月21日23時,--
2025年5月21日24時,--
2025年5月22日1時,--
2025年5月22日2時,--
2025年5月22日3時,--
2025年5月22日4時,--
2025年5月22日5時,0.01
2025年5月22日6時,0.11
2025年5月22日7時,0.58
2025年5月22日8時,1.03
2025年5月22日9時,1.62
2025年5月22日10時,1.35
2025年5月22日11時,1.32
2025年5月22日12時,2.67
2025年5月22日13時,2.78
2025年5月22日14時,2.51
2025年5月22日15時,1.88
2025年5月22日16時,0.79
2025年5月22日17時,0.73
2025年5月22日18時,0.45
2025年5月22日19時,0.11
2025年5月22日20時,0.00
2025年5月22日21時,--
2025年5月22日22時,--
2025年5月22日23時,--
2025年5月22日24時,--
2025年5月23日1時,--
2025年5月23日2時,--
2025年5月23日3時,--
2025年5月23日4時,0.00
2025年5月23日5時,0.00
2025年5月23日6時,0.08
2025年5月23日7時,0.18
2025年5月23日8時,0.52
2025年5月23日9時,1.07
2025年5月23日10時,2.13
2025年5月23日11時,3.00
2025年5月23日12時,3.18
2025年5月23日13時,2.22
2025年5月23日14時,1.55
2025年5月23日15時,1.18
2025年5月23日16時,0.90
2025年5月23日17時,0.51
2025年5月23日18時,0.20
2025年5月23日19時,0.03
2025年5月23日20時,0.00
2025年5月23日21時,--
2025年5月23日22時,--
2025年5月23日23時,--
2025年5月23日24時,--
2025年5月24日1時,--
2025年5月24日2時,--
2025年5月24日3時,--
2025年5月24日4時,0.00
2025年5月24日5時,0.00
2025年5月24日6時,0.06
2025年5月24日7時,0.30
2025年5月24日8時,0.69
2025年5月24日9時,1.03
2025年5月24日10時,1.05
2025年5月24日11時,0.86
2025年5月24日12時,1.11
2025年5月24日13時,0.90
2025年5月24日14時,0.56
2025年5月24日15時,0.33
2025年5月24日16時,0.24
2025年5月24日17時,0.24
2025年5月24日18時,0.12
2025年5月24日19時,0.01
2025年5月24日20時,0.00
2025年5月24日21時,--
2025年5月24日22時,--
2025年5月24日23時,--
2025年5月24日24時,--
2025年5月25日1時,--
2025年5月25日2時,--
2025年5月25日3時,--
2025年5月25日4時,0.00
2025年5月25日5時,0.01
2025年5月25日6時,0.05
2025年5月25日7時,0.42
2025年5月25日8時,0.85
2025年5月25日9時,1.04
2025年5月25日10時,1.05
2025年5月25日11時,1.18
2025年5月25日12時,1.15
2025年5月25日13時,0.85
2025年5月25日14時,0.74
2025年5月25日15時,0.70
2025年5月25日16時,0.81
2025年5月25日17時,0.43
2025年5月25日18時,0.19
2025年5月25日19時,0.03
2025年5月25日20時,0.00
2025年5月25日21時,--
2025年5月25日22時,--
2025年5月25日23時,--
2025年5月25日24時,--
2025年5月26日1時,--
2025年5月26日2時,--
2025年5月26日3時,--
2025年5月26日4時,0.00
2025年5月26日5時,0.02
2025年5月26日6時,0.31
2025年5月26日7時,0.62
2025年5月26日8時,1.15
2025年5月26日9時,1.59
2025年5月26日10時,2.01
2025年5月26日11時,1.74
2025年5月26日12時,1.26
2025年5月26日13時,1.26
2025年5月26日14時,1.42
2025年5月26日15時,0.99
2025年5月26日16時,0.66
2025年5月26日17時,0.44
2025年5月26日18時,0.18
2025年5月26日19時,0.03
2025年5月26日20時,0.00
2025年5月26日21時,--
2025年5月26日22時,--
2025年5月26日23時,--
2025年5月26日24時,--
2025年5月27日1時,--
2025年5月27日2時,--
2025年5月27日3時,--
2025年5月27日4時,0.00
2025年5月27日5時,0.01
2025年5月27日6時,0.17
2025年5月27日7時,0.48
2025年5月27日8時,0.74
2025年5月27日9時,0.84
2025年5月27日10時,0.95
2025年5月27日11時,0.88
2025年5月27日12時,1.18
2025年5月27日13時,1.22
2025年5月27日14時,0.87
2025年5月27日15時,0.82
2025年5月27日16時,0.64
2025年5月27日17時,0.33
2025年5月27日18時,0.21
2025年5月27日19時,0.04
2025年5月27日20時,0.00
2025年5月27日21時,--
2025年5月27日22時,--
2025年5月27日23時,--
2025年5月27日24時,--
2025年5月28日1時,--
2025年5月28日2時,--
2025年5月28日3時,--
2025年5月28日4時,0.00
2025年5月28日5時,0.01
2025年5月28日6時,0.27
2025年5月28日7時,0.78
2025年5月28日8時,1.52
2025年5月28日9時,2.33
2025年5月28日10時,2.15
2025年5月28日11時,2.26
2025年5月28日12時,3.55
2025年5月28日13時,3.52
2025年5月28日14時,3.11
2025年5月28日15時,2.71
2025年5月28日16時,2.06
2025年5月28日17時,1.10
2025年5月28日18時,0.37
2025年5月28日19時,0.06
2025年5月28日20時,0.00
2025年5月28日21時,--
2025年5月28日22時,--
2025年5月28日23時,--
2025年5月28日24時,--
2025年5月29日1時,--
2025年5月29日2時,--
2025年5月29日3時,--
2025年5月29日4時,0.00
2025年5月29日5時,0.02
2025年5月29日6時,0.24
2025年5月29日7時,0.91
2025年5月29日8時,1.53
2025年5月29日9時,1.87
2025年5月29日10時,2.25
2025年5月29日11時,1.95
2025年5月29日12時,1.66
2025年5月29日13時,2.15
2025年5月29日14時,1.44
2025年5月29日15時,0.96
2025年5月29日16時,0.51
2025年5月29日17時,0.28
2025年5月29日18時,0.15
2025年5月29日19時,0.02
2025年5月29日20時,0.00
2025年5月29日21時,--
2025年5月29日22時,--
2025年5月29日23時,--
2025年5月29日24時,--
2025年5月30日1時,--
2025年5月30日2時,--
2025年5月30日3時,--
2025年5月30日4時,0.00
2025年5月30日5時,0.00
2025年5月30日6時,0.04
2025年5月30日7時,0.06
2025年5月30日8時,0.14
2025年5月30日9時,0.29
2025年5月30日10時,0.43
2025年5月30日11時,0.31
2025年5月30日12時,0.44
2025年5月30日13時,0.33
2025年5月30日14時,0.41
2025年5月30日15時,0.32
2025年5月30日16時,0.17
2025年5月30日17時,0.11
2025年5月30日18時,0.07
2025年5月30日19時,0.00
2025年5月30日20時,0.00
2025年5月30日21時,--
2025年5月30日22時,--
2025年5月30日23時,--
2025年5月30日24時,--
2025年5月31日1時,--
2025年5月31日2時,--
2025年5月31日3時,--
2025年5月31日4時,0.00
2025年5月31日5時,0.01
2025年5月31日6時,0.13
2025年5月31日7時,0.15
2025年5月31日8時,0.23
2025年5月31日9時,0.27
2025年5月31日10時,0.54
2025年5月31日11時,0.98
2025年5月31日12時,0.84
2025年5月31日13時,1.20
2025年5月31日14時,0.87
2025年5月31日15時,0.32
2025年5月31日16時,0.77
2025年5月31日17時,0.22
2025年5月31日18時,0.12
2025年5月31日19時,0.03
2025年5月31日20時,0.00
2025年5月31日21時,--
2025年5月31日22時,--
2025年5月31日23時,--
2025年5月31日24時,--
2025年6月1日1時,--
2025年6月1日2時,--
2025年6月1日3時,--
2025年6月1日4時,0.00
2025年6月1日5時,0.01
2025年6月1日6時,0.13
2025年6月1日7時,0.51
2025年6月1日8時,1.03
2025年6月1日9時,2.00
2025年6月1日10時,2.78
2025年6月1日11時,3.39
2025年6月1日12時,3.76
2025年6月1日13時,3.42
2025年6月1日14時,3.13
2025年6月1日15時,1.52
2025年6月1日16時,0.64
2025年6月1日17時,0.18
2025年6月1日18時,0.02
2025年6月1日19時,0.05
2025年6月1日20時,0.00
2025年6月1日21時,--
2025年6月1日22時,--
2025年6月1日23時,--
2025年6月1日24時,--
2025年6月2日1時,--
2025年6月2日2時,--
2025年6月2日3時,--
2025年6月2日4時,0.00
2025年6月2日5時,0.04
2025年6月2日6時,0.33
2025年6月2日7時,0.84
2025年6月2日8時,0.87
2025年6月2日9時,1.60
2025年6月2日10時,1.44
2025年6月2日11時,2.21
2025年6月2日12時,2.36
2025年6月2日13時,2.79
2025年6月2日14時,1.32
2025年6月2日15時,1.59
2025年6月2日16時,1.79
2025年6月2日17時,0.72
2025年6月2日18時,0.29
2025年6月2日19時,0.05
2025年6月2日20時,0.00
2025年6月2日21時,--
2025年6月2日22時,--
2025年6月2日23時,--
2025年6月2日24時,--
2025年6月3日1時,--
2025年6月3日2時,--
2025年6月3日3時,--
2025年6月3日4時,0.00
2025年6月3日5時,0.01
2025年6月3日6時,0.07
2025年6月3日7時,0.20
2025年6月3日8時,0.27
2025年6月3日9時,0.37
2025年6月3日10時,0.37
2025年6月3日11時,0.45
2025年6月3日12時,0.27
2025年6月3日13時,0.18
2025年6月3日14時,0.36
2025年6月3日15時,0.27
2025年6月3日16時,0.21
2025年6月3日17時,0.14
2025年6月3日18時,0.06
2025年6月3日19時,0.01
2025年6月3日20時,0.00
2025年6月3日21時,--
2025年6月3日22時,--
2025年6月3日23時,--
2025年6月3日24時,--
2025年6月4日1時,--
2025年6月4日2時,--
2025年6月4日3時,--
2025年6月4日4時,0.00
2025年6月4日5時,0.03
2025年6月4日6時,0.35
2025年6月4日7時,0.90
2025年6月4日8時,1.80
2025年6月4日9時,2.52
2025年6月4日10時,2.05
2025年6月4日11時,1.54
2025年6月4日12時,2.82
2025年6月4日13時,2.60
2025年6月4日14時,2.37
2025年6月4日15時,2.13
2025年6月4日16時,1.34
2025年6月4日17時,0.96
2025年6月4日18時,0.27
2025年6月4日19時,0.05
2025年6月4日20時,0.00
2025年6月4日21時,--
2025年6月4日22時,--
2025年6月4日23時,--
2025年6月4日24時,--
2025年6月5日1時,--
2025年6月5日2時,--
2025年6月5日3時,--
2025年6月5日4時,0.00
2025年6月5日5時,0.03
2025年6月5日6時,0.08
2025年6月5日7時,0.73
2025年6月5日8時,1.87
2025年6月5日9時,2.54
2025年6月5日10時,3.12
2025年6月5日11時,3.35
2025年6月5日12時,3.64
2025年6月5日13時,2.59
2025年6月5日14時,3.04
2025年6月5日15時,2.70
2025年6月5日16時,2.07
2025年6月5日17時,1.36
2025年6月5日18時,0.63
2025年6月5日19時,0.11
2025年6月5日20時,0.00
2025年6月5日21時,--
2025年6月5日22時,--
2025年6月5日23時,--
2025年6月5日24時,--
2025年6月6日1時,--
2025年6月6日2時,--
2025年6月6日3時,--
2025年6月6日4時,0.00
2025年6月6日5時,0.04
2025年6月6日6時,0.35
2025年6月6日7時,0.94
2025年6月6日8時,1.88
2025年6月6日9時,2.52
2025年6月6日10時,3.06
2025年6月6日11時,3.33
2025年6月6日12時,2.82
2025年6月6日13時,2.84
2025年6月6日14時,3.28
2025年6月6日15時,2.30
2025年6月6日16時,1.39
2025年6月6日17時,0.59
2025年6月6日18時,0.28
2025年6月6日19時,0.05
2025年6月6日20時,0.00
2025年6月6日21時,--
2025年6月6日22時,--
2025年6月6日23時,--
2025年6月6日24時,--
2025年6月7日1時,--
2025年6月7日2時,--
2025年6月7日3時,--
2025年6月7日4時,0.00
2025年6月7日5時,0.00
2025年6月7日6時,0.18
2025年6月7日7時,0.66
2025年6月7日8時,1.37
2025年6月7日9時,2.47
2025年6月7日10時,3.06
2025年6月7日11時,3.36
2025年6月7日12時,3.51
2025年6月7日13時,2.69
2025年6月7日14時,2.55
2025年6月7日15時,2.59
2025年6月7日16時,1.09
2025年6月7日17時,0.49
2025年6月7日18時,0.18
2025年6月7日19時,0.03
2025年6月7日20時,0.00
2025年6月7日21時,--
2025年6月7日22時,--
2025年6月7日23時,--
2025年6月7日24時,--
2025年6月8日1時,--
2025年6月8日2時,--
2025年6月8日3時,--
2025年6月8日4時,0.00
2025年6月8日5時,0.00
2025年6月8日6時,0.10
2025年6月8日7時,0.28
2025年6月8日8時,0.51
2025年6月8日9時,0.92
2025年6月8日10時,0.77
2025年6月8日11時,0.95
2025年6月8日12時,0.90
2025年6月8日13時,1.77
2025年6月8日14時,2.29
2025年6月8日15時,1.23
2025年6月8日16時,0.64
2025年6月8日17時,0.29
2025年6月8日18時,0.08
2025年6月8日19時,0.02
2025年6月8日20時,0.00
2025年6月8日21時,--
2025年6月8日22時,--
2025年6月8日23時,--
2025年6月8日24時,--
2025年6月9日1時,--
2025年6月9日2時,--
2025年6月9日3時,--
2025年6月9日4時,0.00
2025年6月9日5時,0.02
2025年6月9日6時,0.23
2025年6月9日7時,0.47
2025年6月9日8時,0.57
2025年6月9日9時,1.23
2025年6月9日10時,1.72
2025年6月9日11時,2.77
2025年6月9日12時,2.42
2025年6月9日13時,1.56
2025年6月9日14時,1.27
2025年6月9日15時,1.20
2025年6月9日16時,0.44
2025年6月9日17時,0.26
2025年6月9日18時,0.10
2025年6月9日19時,0.02
2025年6月9日20時,0.00
2025年6月9日21時,--
2025年6月9日22時,--
2025年6月9日23時,--
2025年6月9日24時,--
2025年6月10日1時,--
2025年6月10日2時,--
2025年6月10日3時,--
2025年6月10日4時,0.00
2025年6月10日5時,0.00
2025年6月10日6時,0.07
2025年6月10日7時,0.06
2025年6月10日8時,0.11
2025年6月10日9時,0.17
2025年6月10日10時,0.22
2025年6月10日11時,0.35
2025年6月10日12時,0.23
2025年6月10日13時,0.32
2025年6月10日14時,0.33
